id,categoryname,en,ja,jaji,zh,zhji,ko,koji,de,ru,ruji,fr,es,it,ta,taji,te,teji,kn
1542,Abstract terms,novelty,目新しさ,meatarashi-sa,新颖,xīnyǐng,새로움,saeloum,die Neuheit,новизна,novizna,la nouveauté,la novedad,la novità,புதுமை,putumai,నూతనత్వము,nūtanatvaṁ,ಹೊಸತನ
1543,Abstract terms,option,オプション,opushon,可能性,kěnéng xìng,선택권,seontaeggwon,die Möglichkeit,возможность,vozmozhnost',la possibilité,la opción,le possibilità,விருப்பத்தேர்வு,viruppattērvu,ఐచ్ఛికము,āpṣan,ಆಯ್ಕೆ
1544,Abstract terms,patience,忍耐,nintai,耐心,nàixīn,인내,innae,die Geduld,терпение,terpeniye,la patience,la paciencia,la pazienza,பொறுமை,poṟumai,ఓపికపట్టడము,ōrpu,ಸಹನೆ
1545,Abstract terms,planning,計画,keikaku,规划,guīhuà,계획,gyehoeg,die Planung,планирование,planirovaniye,la planification,la planificación,la pianificazione,திட்டமிடல்,tiṭṭamiṭal,ప్రణాళిక,praṇāḷika,ಯೋಜನೆ
1546,Abstract terms,problem,問題,mondai,问题,wèntí,문제,munje,das Problem,проблема,problema,le problème,el problema,il problema,பிரச்சினை,piracciṉai,సమస్య,samasya,ತೊಡಕು
1547,Abstract terms,protection,保護,hogo,保护,bǎohù,보호,boho,der Schutz,защита,zashchita,la protection,la protección,la protezione,பாதுகாப்பு,pātukāppu,రక్షణ,rakṣaṇa,ರಕ್ಷಣೆ
1548,Abstract terms,reflection,反射,hansha,反射,fǎnshè,반사,bansa,die Spiegelung,отражение,otrazheniye,le reflet,la reflexión,il riflesso,பிரதிபலிப்பு,piratipalippu,ప్రతిబింబించు,pratibimbamu,ಪ್ರತಿಬಿಂಬ
1549,Abstract terms,republic,共和国,kyōwakoku,共和国,gònghéguó,공화국,gonghwagug,die Republik,республика,respublika,la république,la república,la repubblica,குடியரசு,kuṭiyaracu,గణతంత్రరాజ్యము,ripablik,ಗಣತಂತ್ರ
1550,Abstract terms,risk,リスク,risuku,风险,fēngxiǎn,위험,wiheom,das Risiko,риск,risk,le risque,el riesgo,il rischio,துணிந்து இறங்குதல்,tuṇintu iṟaṅkutal,ప్రమాదము,pramādamu,ಅಪಾಯ ಸಂಭವ
1551,Abstract terms,safety,安全性,anzen-sei,安全,ānquán,안전,anjeon,die Sicherheit,безопасность,bezopasnost',la sécurité,la seguridad,la sicurezza,பாதுகாப்பு,pātukāppu,భద్రత,bhadrata,ಸುರಕ್ಷತೆ
1552,Abstract terms,secret,秘密,himitsu,秘密,mìmì,비밀,bimil,das Geheimnis,тайна,tayna,le secret,el secreto,il segreto,இரகசியம்,irakaciyam,రహస్యము,rahasyamu,ಗುಟ್ಟು
1553,Abstract terms,sex,セックス,sekkusu,性别,xìngbié,섹스,segseu,das Geschlecht,пол,pol,le sexe,el sexo,il sesso,செக்ஸ்/பாலினம்,ceks/pāliṉam,శృంగారము,śr̥ṅgāramu,ಲಿಂಗ
1554,Abstract terms,shadow,影,kage,阴影,yīnyǐng,그림자,geulimja,der Schatten,тень,ten',l'ombre,la sombra,l'ombra,நிழல்,niḻal,నీడ,nīḍa,ನೆರಳು
1555,Abstract terms,size,サイズ,saizu,大小,dàxiǎo,크기,keugi,die Größe,размер,razmer,la taille,el tamaño,la misura,அளவு,aḷavu,పరిమాణము,saiju,ಗಾತ್ರ
1556,Abstract terms,solidarity,連帯,rentai,团结,tuánjié,연대,yeondae,die Solidarität,солидарность,solidarnost',la solidarité,la solidaridad,la solidarietà,ஒற்றுமை,oṟṟumai,ఐకమత్యము,saṅghībhāvaṁ,ಒಗ್ಗಟ್ಟು
1557,Abstract terms,success,成功,seikō,成功,chénggōng,성공,seong-gong,der Erfolg,успех,uspekh,le succès,el éxito,il successo,வெற்றி,veṟṟi,విజయము,vijayaṁ,ಸಾಫಲ್ಯತೆ
1558,Abstract terms,support,サポート,sapōto,支持,zhīchí,지원,jiwon,die Unterstützung,поддержка,podderzhka,le support,el apoyo,l'aiuto,ஆதரவு,ātaravu,మద్దతు,sahāyaṁ,ಆಧಾರ
1559,Abstract terms,tradition,伝統,dentō,传统,chuántǒng,전통,jeontong,die Tradition,традиция,traditsiya,la tradition,la tradición,la tradizione,பாரம்பரியம்,pārampariyam,సంప్రదాయము,sampradāyaṁ,ಸಂಪ್ರದಾಯ
1560,Abstract terms,weight,重さ,omo-sa,重量,zhòngliàng,무게,muge,das Gewicht,вес,ves,le poids,el peso,il peso,எடை,eṭai,బరువు,baruvu,ತೂಕ
1561,Kitchen appliances,bowl,ボウル,bōru,碗,wǎn,그릇,geuleus,die Schüssel,миска,miska,le bol,el bol,la ciotola,கிண்ணம்,kiṇṇam,గిన్నె,ginne,ಬೋಗುಣಿ
1562,Kitchen appliances,coffee machine,コー​​ヒーメーカー,kō hīmēkā,咖啡机,kāfēi jī,커피 머신,keopi meosin,die Kaffeemaschine,кофеварка,kofevarka,la machine à café,la cafetera,la macchina per il caffè,காபி இயந்திரம்,kāpi iyantiram,కాఫీ మెషీన్,kāphī meṣīn,ಕಾಫಿ ಯಂತ್ರ
1563,Kitchen appliances,cooking pot,鍋,nabe,锅,guō,냄비,naembi,der Kochtopf,кастрюля,kastryulya,la casserole,la olla,la casseruola,சமையல் பாத்திரம்,camaiyal pāttiram,వండు పాత్ర,vaṇṭa pātra,ಅಡಿಗೆ ಪಾತ್ರೆ
1564,Kitchen appliances,cutlery,食卓用ナイフ、スプーン、フォーク,shokutaku-yō naifu\, supūn\, fōku,餐具,cānjù,날붙이류,nalbut-ilyu,das Besteck,столовый прибор,stolovyy pribor,les couverts,los cubiertos,le posate,உண்பதற்கான கருவிகள்,uṇpataṟkāṉa karuvikaḷ,కత్తి\, చెంచా వంటి సామగ్రి,kaṭlerī,ಚೂರಿ\, ಕತ್ತರಿ
1565,Kitchen appliances,cutting board,まな板,manaita,菜板,cài bǎn,도마,doma,das Schneidebrett,разделочная доска,razdelochnaya doska,la planche à découper,la tabla de cortar,il tagliere,வெட்டும் பலகை,veṭṭum palakai,కత్తిపీట,kattipīṭa,ಕತ್ತರಿಸುವ ಮಣೆ
1566,Kitchen appliances,dishes,食器,shokki,餐具,cānjù,접시,jeobsi,das Geschirr,посуда,posuda,la vaisselle,los platos,le stoviglie,உணவு பாத்திரங்கள்,uṇavu pāttiraṅkaḷ,వంటలు,vaṇṭapātralu,ತಟ್ಟೆ ಬಟ್ಟಲುಗಳು
1567,Kitchen appliances,dishwasher,食器洗い機,shokkiarai-ki,洗碗机,xǐ wǎn jī,식기 세척기,siggi secheoggi,die Geschirrspülmaschine,посудомоечная машина,posudomoyechnaya mashina,le lave-vaisselle,el friegaplatos,la lavastoviglie,பாத்திரங்கழுவி,pāttiraṅkaḻuvi,పాత్రలు శుభ్రం చేయునది,ḍiṣ vāṣar,ಪಾತ್ರೆಗಳನ್ನು ತೊಳೆಯುವ ಯಂತ್ರ
1568,Kitchen appliances,dust bin,ごみ箱,gomibako,垃圾桶,lèsè tǒng,쓰레기통,sseulegitong,der Abfalleimer,мусорное ведро,musornoye vedro,la poubelle,el cubo de la basura,il cestino della spazzatura,குப்பைத் தொட்டி,kuppait toṭṭi,చెత్తకుండీ,cettakuṇḍī,ಕಸದ ಡಬ್ಬ
1569,Kitchen appliances,electric stove,電気レンジ,denki renji,电炉,diànlú,전기 스토브,jeongi seutobeu,der Elektroherd,электрическая плита,elektricheskaya plita,la cuisinière électrique,la cocina eléctrica,la cucina elettrica,மின்னடுப்பு,miṉṉaṭuppu,విద్యుత్ పొయ్యి,vidyut poyyi,ವಿದ್ಯುತ್ ಒಲೆ
1570,Kitchen appliances,faucet,蛇口,jaguchi,水龙头,shuǐlóngtóu,수도꼭지,sudokkogji,die Armatur,кран,kran,la robinetterie,el grifo,il rubinetto,குழாய்,kuḻāy,పీపాలో నుంచి నీళ్లు బయిటికి రావడమునకు వేసివుండే చిన్న గొట్టము,phāseṭ,ಸುರಿಗೊಳವೆ
1571,Kitchen appliances,fondue,フォンデュ,fonde~yu,火锅,huǒguō,퐁듀,pongdyu,das Fondue,фондю,fondyu,la fondue,la fondue,la fonduta,ஃபாண்ட்யூ,ḥpāṇṭyū,ఫాన్ డ్యూ,phān ḍyū,ಫೊಂಡ್ಯು
1572,Kitchen appliances,fork,フォーク,fōku,叉,chā,포크,pokeu,die Gabel,вилка,vilka,la fourchette,el tenedor,la forchetta,முள்கரண்டி,muḷkaraṇṭi,శూలము,phōrk,ಮುಳ್ಳು ಚಮಚ
1573,Kitchen appliances,frying pan,フライパン,furaipan,煎锅,jiān guō,후라이팬,hulaipaen,die Bratpfanne,сковорода,skovoroda,la poêle,la sartén,la padella,பொறித்தட்டு,poṟittaṭṭu,వేపుడు పెనము,vēpuḍu penaṁ,ಬಾಂಡಲೆ
1574,Kitchen appliances,garlic press,ガーリックプレス,gārikkupuresu,压蒜器,yā suàn qì,마늘 으깨는 기구,maneul eukkaeneun gigu,die Knoblauchpresse,пресс для чеснока,press dlya chesnoka,le presse-ail,el prensaajos,lo schiaccia aglio,பூண்டு நசுக்கி,pūṇṭu nacukki,వెల్లుల్లిని చీల్చునది,gārlik pres,ಬೆಳ್ಳುಳ್ಳಿ ಒತ್ತು ಯಂತ್ರ
1575,Kitchen appliances,gas stove,ガスストーブ,gasusutōbu,煤气炉,méiqì lú,가스 스토브,gaseu seutobeu,der Gasherd,газовая плита,gazovaya plita,la gazinière,la cocina de gas,la cusina a gas,எரிவாயு அடுப்பு,erivāyu aṭuppu,గ్యాస్ పొయ్యి,gyās poyyi,ಅನಿಲದ ಒಲೆ
1576,Kitchen appliances,grill,グリル,guriru,烧烤架,shāokǎo jià,그릴,geulil,der Grill,гриль,gril',le barbecue,la parrilla,la griglia,கிரில்,kiril,కటాంజనము,gril,ಸರಳು ಕಾವಲಿ
1577,Kitchen appliances,knife,ナイフ,naifu,刀,dāo,칼,kal,das Messer,нож,nozh,le couteau,el cuchillo,il coltello,கத்தி,katti,కత్తి,katti,ಚಾಕು
1578,Kitchen appliances,ladle,ひしゃく,hishaku,杓子,biāozi,국자,gugja,der Schöpflöffel,половник,polovnik,la louche,el cucharón,il mestolo,அகப்பை,akappai,పెద్ద గరిటె,pedda gariṭe,ಸೌಟು
1579,Kitchen appliances,microwave,電子レンジ,denjirenji,微波炉,wéibōlú,전자 레인지,jeonja leinji,die Mikrowelle,микроволновая печь,mikrovolnovaya pech',le four micro-ondes,el horno microondas,il forno a microonde,நுண்ணலை அடுப்பு,nuṇṇalai aṭuppu,మైక్రో వేవ్,maikrō vēv,ಮೈಕ್ರೊವೇವ್
1580,Kitchen appliances,napkin,ナプキン,napukin,餐巾,cānjīn,냅킨,naebkin,die Serviette,салфетка,salfetka,la serviette,la servilleta,il tovagliolo,கைத்துண்டு,kaittuṇṭu,తుండు గుడ్డ,tuṇḍu guḍḍa,ಕೈಚೌಕ
1581,Kitchen appliances,nutcracker,くるみ割り,kurumi-wari,胡桃夹子,hútáo jiázi,호두까기,hodukkagi,der Nussknacker,щипцы для орехов,shchiptsy dlya orekhov,le casse-noix,el cascanueces,lo schiaccianoci,கொட்டை நறுக்கி,koṭṭai naṟukki,చిప్పలు పగలగొట్టునది,naṭ krākar,ಅಡಕೆ ಕತ್ತರಿ
1582,Kitchen appliances,pan,平鍋,hiranabe,平锅,píng guō,팬,paen,die Pfanne,сковорода,skovoroda,la poêle,la sartén,il tegame,கடாய்,kaṭāy,పెనము,penamu,ತವ
1583,Kitchen appliances,plate,取り皿,tori sara,盘,pán,접시,jeobsi,der Teller,тарелка,tarelka,l'assiette,el plato,il piatto,தட்டு,taṭṭu,పళ్ళెము,paḷḷemu,ತಟ್ಟೆ
1584,Kitchen appliances,refrigerator,冷蔵庫,reizōko,冰箱,bīngxiāng,냉장고,naengjang-go,der Kühlschrank,холодильник,kholodil'nik,le réfrigérateur,el refrigerador,il frigorifero,குளிர்சாதனப் பெட்டி,kuḷircātaṉap peṭṭi,రిఫ్రిజిరేటర్,riphrijirēṭar,ಶೀತಕ
1585,Kitchen appliances,spoon,スプーン,supūn,勺子,sháozi,숟가락,sudgalag,der Löffel,ложка,lozhka,la cuillère,la cuchara,il cucchiaio,ஸ்பூன்,spūṉ,చెంచా,cen̄cā,ಚಮಚ
1586,Kitchen appliances,tablecloth,テーブルクロス,tēburukurosu,桌布,zhuōbù,식탁보,sigtagbo,die Tischdecke,скатерть,skatert',la nappe,el mantel,la tovaglia,மேஜைத் துணி,mējait tuṇi,మేజా బల్లపై వేయు గుడ్డ,ṭēbul klāt,ಮೇಜುಬಟ್ಟೆ
1587,Kitchen appliances,toaster,トースター,tōsutā,烤面包机,kǎo miànbāo jī,토스터,toseuteo,der Toaster,тостер,toster,le grille-pain,el tostador,il tostapane,ரொட்டி சுடுவான்,roṭṭi cuṭuvāṉ,రొట్టెలు కాల్చునది,ṭōsṭar,ಬ್ರೆಡ್ ಸುಡುವ ಸಾಧನ
1588,Kitchen appliances,tray,盆,bon,托盘,tuōpán,쟁반,jaengban,das Tablett,поднос,podnos,le plateau,la bandeja,il vassoio,தாம்பாளம்,tāmpāḷam,పెద్ద పళ్లెము,ṭrē,ಹರಿವಾಣ
1589,Kitchen appliances,washing machine,洗濯機,sentakuki,洗衣机,xǐyījī,세탁기,setaggi,die Waschmaschine,стиральная машина,stiral'naya mashina,la machine à laver,la lavadora,la lavatrice,சலவை இயந்திரம்,calavai iyantiram,దుస్తులు ఉతుకు యంత్రము,vāṣiṅg meṣīn,ಬಟ್ಟೆ ಒಗಿಯುವ ಯಂತ್ರ
1590,Kitchen appliances,whisk,泡立て器,awatateki,搅拌器,jiǎobàn qì,거품기,geopumgi,der Schneebesen,венчик для взбивания,venchik dlya vzbivaniya,le fouet,el batidor,la frusta,மத்து,mattu,త్రిప్పు కుంచె,viṣk,ಕಡಗೋಲು
1591,Materials,brass,真鍮,shinchū,黄铜,huáng tóng,황동,hwangdong,das Messing,латунь,latun',le cuivre,el latón,l'ottone,பித்தளை,pittaḷai,ఇత్తడి,ittaḍi,ಹಿತ್ತಾಳೆ
1592,Materials,cement,セメント,semento,水泥,shuǐní,시멘트,simenteu,der Zement,цемент,tsement,le ciment,el cemento,il cemento,சிமென்ட்,cimeṉṭ,సిమెంటు,simeṇṭu,ಸಿಮೆಂಟ್
1593,Materials,ceramic,瀬戸物,setomono,陶瓷,táocí,세라믹,selamig,die Keramik,керамика,keramika,la céramique,la cerámica,la ceramica,பீங்கான்,pīṅkāṉ,పింగాణీ,piṅgāṇī,ಪಿಂಗಾಣಿ
1594,Materials,cloth,ナプキン,napukin,抹布,mābù,옷감,osgam,das Tuch,ткань,tkan',le tissu,la tela,la tela,கைத்துணி,kaittuṇi,వస్త్రము,vastramu,ಅರಿವೆ
1595,Materials,cloth1,ナプキン,napukin,抹布,mābù,옷감,osgam,das Tuch,ткань,tkan',le tissu,la tela,la tela,கைத்துணி,kaittuṇi,వస్త్రము,vastramu,ಅರಿವೆ
1596,Materials,cotton,綿,wata,棉花,miánhuā,면,myeon,die Baumwolle,хлопок,khlopok,le coton,el algodón,il cotone,பருத்தி,parutti,ప్రత్తి,nūlu,ಹತ್ತಿ
1597,Materials,crystal,水晶,suishō,水晶,shuǐjīng,크리스탈,keuliseutal,das Kristall,кристалл,kristall,le cristal,el cristal,il cristallo,படிகம்,paṭikam,స్ఫటికము,sphaṭikamu,ಹರಳು
1598,Materials,dirt,土,tsuchi,污垢,wūgòu,흙,heulg,der Schmutz,грязь,gryaz',la saleté,la suciedad,la sporcizia,அழுக்கு,aḻukku,మురికి,muriki,ಕೊಳೆ
1599,Materials,glue,接着剤,setchaku-zai,胶水,jiāoshuǐ,접착제,jeobchagje,der Leim,клей,kley,la colle,el pegamento,la colla,பசை,pacai,జిగురు,jiguru,ಗೋಂದು
1600,Materials,leather,革,kawa,皮革,pígé,가죽,gajug,das Leder,кожа,kozha,le cuir,el cuero,la pelle,பதப்படுத்தப்பட்டதோல்,patappaṭuttappaṭṭatōl,బాగు చేసిన తోలు,ledar,ಚರ್ಮ
1601,Materials,metal,金属,kinzoku,金属,jīnshǔ,금속,geumsog,das Metall,металл,metall,le métal,el metal,il metallo,உலோகம்,ulōkam,లోహము,lōhamu,ಲೋಹ
1602,Materials,oil,油,abura,油,yóu,오일,oil,das Öl,масло\, нефть,maslo\, neft',l'huile,el aceite,l'olio,எண்ணெய்,eṇṇey,చమురు,āyil,ಎಣ್ಣೆ
1603,Materials,powder,粉,kona,粉,fěn,분말,bunmal,das Pulver,порошок,poroshok,la poudre,el polvo,la polvere,பொடி,poṭi,పొడి,poḍi,ಹುಡಿ
1604,Materials,salt,塩,shio,盐,yán,소금,sogeum,das Salz,соль,sol',le sel,la sal,il sale,உப்பு,uppu,ఉప్పు,uppu,ಉಪ್ಪು
1605,Materials,sand,砂,suna,沙,shā,모래,molae,der Sand,песок,pesok,le sable,la arena,la sabbia,மணல்,maṇal,ఇసుక,isuka,ಮರಳು
1606,Materials,scrap,スクラップ,sukurappu,废铁,fèi tiě,고철,gocheol,der Schrott,лом,lom,la ferraille,la chatarra,il rottame,வீணான பொருள்கள்,vīṇāṉa poruḷkaḷ,చెత్త,cetta,ಕೆಲಸಕ್ಕೆ ಬಾರದ ತ್ಯಾಜ್ಯ
1607,Materials,silver,銀,gin,银,yín,은,eun,das Silber,серебро,serebro,l'argent,la plata,l'argento,வெள்ளி,veḷḷi,వెండి,veṇḍi,ಬೆಳ್ಳಿ
1608,Materials,stone,石,ishi,石头,shítou,돌,dol,der Stein,камень,kamen',la pierre,la piedra,la pietra,கல்,kal,రాయి,rāyi,ಕಲ್ಲು
1609,Materials,straw,わら,wara,秸秆,jiēgǎn,밀짚,miljip,das Stroh,солома,soloma,la paille,la paja,la paglia,வைக்கோல்,vaikkōl,తృణము,coppagaḍḍi,ಒಣ ಹುಲ್ಲು
1610,Materials,wood,木材,mokuzai,木材,mùcái,나무,namu,das Holz,древесина,drevesina,le bois,la madera,il legno,மரம்,maram,కొయ్య,koyya,ಮರ
1611,Materials,wool,ウール,ūru,羊毛,yángmáo,울,ul,die Wolle,шерсть,sherst',la laine,la lana,la lana,கம்பளி,kampaḷi,ఉన్ని,unni,ಉಣ್ಣೆ
1612,Health,ambulance,救急車,kyūkyūsha,救护车,jiùhù chē,구급차,gugeubcha,der Krankenwagen,машина скорой помощи,mashina skoroy pomoshchi,l'ambulance,la ambulancia,l'ambulanza,ஆம்புலன்ஸ்,āmpulaṉs,అంబులెన్సు,ambulensu,ಆಸ್ಪತ್ರೆಗಾಡಿ/ಆಂಬುಲೆನ್ಸ್
1613,Health,bandage,包帯,hōtai,绷带,bēngdài,붕대,bungdae,der Verband,бинт,bint,le bandage,el vendaje,la benda,கட்டுத்துணி,kaṭṭuttuṇi,కట్టుకట్టు,kaṭṭu,ಅಂಗ/ಗಾಯ ಪಟ್ಟಿ
1614,Health,birth,出産,shussan,诞生,dànshēng,출생,chulsaeng,die Geburt,рождение,rozhdeniye,la naissance,el nacimiento,la nascita,பிறப்பு,piṟappu,పుట్టుక,jananaṁ,ಜನನ
1615,Health,blood pressure,血圧,ketsuatsu,血压,xiěyā,혈압,hyeol-ab,der Blutdruck,кровяное давление,krovyanoye davleniye,la pression sanguine,la presión arterial,la pressione sanguigna,இரத்த அழுத்தம்,iratta aḻuttam,రక్తపోటు,raktapōṭu,ರಕ್ತದ ಒತ್ತಡ
1616,Health,body care,ボディケア,bodi kea,身体护理,shēntǐ hùlǐ,바디 케어,badi keeo,die Körperpflege,гигиена,gigiyena,les soins du corps,la higiene personal,l'igiene personale,உடல் பாதுகாப்பு,uṭal pātukāppu,శరీర సంరక్షణ,śarīra sanrakṣaṇa,ದೇಹ ಪಾಲನೆ
1617,Health,cold,冷たさ,tsumeta-sa,感冒,gǎnmào,감기,gamgi,der Schnupfen,насморк,nasmork,le rhume,el resfriado,il raffreddore,ஜலதோஷம்,jalatōṣam,చల్లని,jalubu,ನೆಗಡಿ
1618,Health,cream,クリーム,kurīmu,霜,shuāng,크림,keulim,die Creme,крем,krem,la crème,la crema,la crema,கிரீம்,kirīm,మీగడ,krīm,ಲೇಪ
1619,Health,crutch,松葉杖,matsubadzue,拐杖,guǎizhàng,목발,mogbal,die Krücke,костыль,kostyl',la béquille,la muleta,la stampella,ஊன்றுகோல்,ūṉṟukōl,ఊతకర్ర,ūtakarra,ಊರುಗೋಲು
1620,Health,examination,検査,kensa,检查,jiǎnchá,검사,geomsa,die Untersuchung,обследование,obsledovaniye,l'examen,el chequeo,l'esame,பரிசோதனை,paricōtaṉai,పరీక్ష,parīkṣa,ದೈಹಿಕ ಪರೀಕ್ಷೆ
1621,Health,exhaustion,疲労,hirō,精疲力尽,jīng pí lì jìn,피로,pilo,die Erschöpfung,истощение,istoshcheniye,l'épuisement,el agotamiento,l'esaurimento,முழு சோர்வு,muḻu cōrvu,మితిమీరిన అలసట,tīvramaina alasaṭa,ದಣಿವು
1622,Health,face mask,フェイスマスク,feisumasuku,面膜,miànmó,얼굴 마스크,eolgul maseukeu,die Gesichtsmaske,маска для лица,maska dlya litsa,le masque de beauté,la mascarilla facial,la maschera facciale,முகப்பூச்சு,mukappūccu,ముఖపు ముసుగు,mukhapu musugu,ಮುಖದ ಮುಸುಕು
1623,Health,first-aid box,救急箱,kyūkyū-bako,急救箱,jíjiù xiāng,구급 상자,gugeub sangja,der Verbandskasten,аптечка,aptechka,la trousse de secours,el botiquín de emergencia,la cassetta di pronto soccorso,முதலுதவிப் பெட்டி,mutalutavip peṭṭi,ప్రథమచికిత్స పెట్టె,prathamacikitsa peṭṭe,ಪ್ರಥಮ ಚಿಕಿತ್ಸಾಪೆಟ್ಟಿಗೆ
1624,Health,healing,癒し,iyashi,康复,kāngfù,치료,chilyo,die Heilung,выздоровление,vyzdorovleniye,la guérison,la curación,la cura,குணமாதல்,kuṇamātal,మానుపు వైద్యము,nayaṁ cēyaḍaṁ,ಉಪಶಮನ
1625,Health,health,健康,kenkō,健康,jiànkāng,건강,geongang,die Gesundheit,здоровье,zdorov'ye,la santé,la salud,la salute,ஆரோக்கியம்,ārōkkiyam,ఆరోగ్యము,ārōgyamu,ಆರೋಗ್ಯ
1626,Health,hearing aid,補聴器,hochōki,助听器,zhùtīngqì,보청기,bocheong-gi,das Hörgerät,слуховой аппарат,slukhovoy apparat,la prothèse auditive,el audífono,l'apparecchio acustico,கேட்டல் கருவி,kēṭṭal karuvi,వినికిడి పరికరము,vinikiḍi yantraṁ,ಶ್ರವಣ ಸಾಧನ
1627,Health,hospital,病院,byōin,医院,yīyuàn,병원,byeong-won,das Krankenhaus,больница,bol'nitsa,l'hôpital,el hospital,l'ospedale,வைத்தியசாலை,vaittiyacālai,వైద్యశాల,vaidyaśāla,ಆಸ್ಪತ್ರೆ
1628,Health,injection,注射,chūsha,注射,zhùshè,주사,jusa,die Spritze,шприц,shprits,l'injection,la inyección,la siringa,ஊசிபோடுதல்,ūcipōṭutal,ఇంజక్షన్,in̄jakṣan,ಸೂಜಿಮದ್ದು
1629,Health,injury,けが,kega,受伤,shòushāng,부상,busang,die Verletzung,травма,travma,la blessure,la lesión,l'infortunio,காயம்,kāyam,గాయము,gāyamu,ಗಾಯ
1630,Health,makeup,メイクアップ,meikuappu,化妆,huàzhuāng,메이크업,meikeueob,das Makeup,макияж,makiyazh,le maquillage,el maquillaje,il trucco,ஒப்பனை,oppaṉai,అలంకరణ,alaṅkaraṇa,ಪ್ರಸಾಧನ
1631,Health,massage,マッサージ,massāji,按摩,àn mó,마사지,masaji,die Massage,массаж,massazh,le massage,el masaje,il massaggio,மசாஜ்,macāj,మర్దనము,mardanamu,ಅಂಗ ಮರ್ದನ
1632,Health,medicine,乳鉢,nyūbachi,医学,yīxué,의학,uihag,die Medizin,медицина,meditsina,la médecine,la medicina,la medicina,மருந்து,maruntu,ఔషధము,auṣadhamu,ವೈದ್ಯಕೀಯ ವಿದ್ಯಾಭ್ಯಾಸ
1633,Health,medicine1,乳鉢,nyūbachi,医学,yīxué,의학,uihag,die Medizin,медицина,meditsina,la médecine,la medicina,la medicina,மருந்து,maruntu,ఔషధము,auṣadhamu,ವೈದ್ಯಕೀಯ ವಿದ್ಯಾಭ್ಯಾಸ
1634,Health,mortar,モルタル,morutaru,研钵,yán bō,절구,jeolgu,der Mörser,ступка,stupka,le mortier,el mortero,il mortaio,காரை,kārai,రోలు,kalvamu,ಒರಳು ಮತ್ತು ಕುಟ್ಟಣಿ
1635,Health,mouth guard,マウスガード,mausugādo,口罩,kǒuzhào,마우스 가드,mauseu gadeu,der Mundschutz,маска,maska,le protège-dents,el protector bucal,la mascherina,வாய்ப் பாதுகாப்பு,vāyp pātukāppu,నోటి రక్షణ,maut gārḍ,ಬಾಯಿ ಕಾಪು
1636,Health,nail clipper,爪切り,tsume-kiri,指甲钳,zhǐjiǎ qián,손톱깎이,sontobkkakk-i,der Nagelknipser,щипчики для ногтей,shchipchiki dlya nogtey,le coupe-ongles,el cortaúñas,il tagliaunghie,நகம்வெட்டி,nakamveṭṭi,గోటికి క్లిప్పు వేయునది,neyil klippar,ಉಗುರು ಕತ್ತರಿ
1637,Health,obesity,肥満,himan,超重,chāozhòng,비만,biman,das Übergewicht,избычный вес,izbychnyy ves,l'obésité,la obesidad,l'obesità,மிகவும் குண்டாக இருத்தல்,mikavum kuṇṭāka iruttal,స్థూలకాయము,sthūlakāyamu,ಸ್ಥೂಲಕಾಯ
1638,Health,operation,手術,shujutsu,手术,shǒushù,수술,susul,die Operation,операция,operatsiya,l'opération,la operación,l'operazione,அறுவைச் சிகிச்சை,aṟuvaic cikiccai,ఆపరేషన్,āparēṣan,ಶಸ್ತ್ರ ಚಿಕಿತ್ಸೆ
1639,Health,pain,痛み,itami,疼痛,téngtòng,고통,gotong,der Schmerz,боль,bol',la douleur,el dolor,il dolore,வலி,vali,నొప్పి,noppi,ನೋವು
1640,Health,perfume,香水,kōsui,香水,xiāngshuǐ,향수,hyangsu,das Parfüm,духи,dukhi,le parfum,el perfume,il profumo,நறுமணக் கலவை,naṟumaṇak kalavai,సుగంధము,sugandhamu,ಸುಗಂಧ ದ್ರವ್ಯ
1641,Health,pill,錠剤,jōzai,药片,yàopiàn,알약,al-yag,die Pille,таблетка,tabletka,la pilule,la pastilla,la pillola,மாத்திரை,māttirai,మాత్ర,mātra,ಮಾತ್ರೆ
1642,Health,pregnancy,妊娠,ninshin,怀孕,huáiyùn,임신,imsin,die Schwangerschaft,беременность,beremennost',la grossesse,el embarazo,la gravidanza,கர்ப்பம்,karppam,గర్భము,garbhamu,ಬಸಿರು
1643,Health,razor,かみそり,kami sori,剃须刀,tì xū dāo,면도기,myeondogi,der Rasierer,бритва,britva,le rasoir,la maquinilla de afeitar,il rasoio,சவரக்கருவி,cavarakkaruvi,కత్తి,rējar,ಕ್ಷೌರದ ಕತ್ತಿ
1644,Health,shave,ひげをそり,hi-ge o sori,刮胡子,guā húzi,면도,myeondo,die Rasur,бритье,brit'ye,le rasage,el afeitado,la rasatura,முகச் சவரம்,mukac cavaram,గొరుగుట,ṣēv,ಕ್ಷೌರ
1645,Health,shaving brush,シェービングブラシ,shēbinguburashi,剃须刷,tì xū shuā,면도솔,myeondosol,der Rasierpinsel,помазок,pomazok,le blaireau,la brocha de afeitar,il pennello da barba,சவரம் செய்யும் பிரஷ்,cavaram ceyyum piraṣ,షేవింగ్ బ్రష్,ṣēviṅg braṣ,ಕ್ಷೌರದ ಬ್ರಷ್
1646,Health,sleep,睡眠,suimin,睡眠,shuìmián,잠,jam,der Schlaf,сон,son,le sommeil,el sueño,il sonno,தூக்கம்,tūkkam,నిద్ర,nidra,ನಿದ್ರೆ
